event_id,latitude,longitude,fog,accident,vehicle_count,timestamp
event_340,28.567666,76.912316,Clear,Accident,9,2025-12-15T16:24:28.899918
event_341,28.49353,77.047163,Clear,Accident,5,2025-12-15T16:24:29.902119
event_342,28.529883,76.884625,Clear,No Accident,5,2025-12-15T16:24:30.900044
event_343,28.444262,76.929515,Clear,Accident,9,2025-12-15T16:24:31.900177
event_344,28.424933,76.929166,Foggy,No Accident,8,2025-12-15T16:24:32.901660
event_345,28.480768,77.134778,Clear,No Accident,8,2025-12-15T16:24:33.900542
event_346,28.845495,76.968783,Foggy,Accident,30,2025-12-15T16:24:34.900167
event_347,28.444131,77.240869,Foggy,No Accident,19,2025-12-15T16:24:35.900042
event_348,28.52953,76.993418,Clear,No Accident,4,2025-12-15T16:24:36.901186
event_349,28.750525,77.301205,Foggy,Accident,9,2025-12-15T16:24:37.899156
event_350,28.400517,77.382306,Clear,No Accident,7,2025-12-15T16:24:38.985298
event_351,28.441017,77.182495,Clear,No Accident,2,2025-12-15T16:24:40.926864
event_352,28.88644,77.281063,Clear,Accident,12,2025-12-15T16:24:42.603666
event_353,28.535787,77.089445,Foggy,Accident,9,2025-12-15T16:24:43.971836
event_354,28.70858,77.236145,Foggy,Accident,9,2025-12-15T16:24:45.003944
event_355,28.805884,76.968621,Clear,Accident,16,2025-12-15T16:24:46.004435
event_356,28.623626,76.869467,Clear,Accident,14,2025-12-15T16:24:47.093188
event_357,28.898298,77.281416,Foggy,Accident,14,2025-12-15T16:24:48.005488
event_358,28.855037,76.986654,Clear,No Accident,28,2025-12-15T16:24:49.019752
event_359,28.614477,77.392127,Clear,No Accident,1,2025-12-15T16:24:50.005511
event_360,28.60778,77.264913,Foggy,Accident,6,2025-12-15T16:24:51.004818
event_361,28.632512,77.315004,Clear,No Accident,10,2025-12-15T16:24:52.005450
event_362,28.447137,76.955127,Clear,Accident,4,2025-12-15T16:24:53.004699
event_363,28.60664,77.009169,Clear,Accident,6,2025-12-15T16:24:54.003617
event_364,28.816957,77.158819,Foggy,Accident,3,2025-12-15T16:24:55.004800
event_365,28.78564,77.181807,Clear,No Accident,27,2025-12-15T16:24:56.037178
event_366,28.433458,77.389041,Clear,Accident,5,2025-12-15T16:24:57.067042
event_367,28.564858,76.884958,Clear,No Accident,12,2025-12-15T16:24:58.170775
event_368,28.767733,77.359211,Foggy,Accident,15,2025-12-15T16:24:59.065071
event_369,28.539727,77.187851,Clear,No Accident,5,2025-12-15T16:25:00.065850
event_370,28.537589,77.073749,Foggy,No Accident,8,2025-12-15T16:25:01.065539
event_371,28.683915,77.396221,Clear,No Accident,43,2025-12-15T16:25:02.119123
event_372,28.456405,77.180608,Foggy,No Accident,4,2025-12-15T16:25:03.066222
event_373,28.559481,77.346403,Foggy,Accident,20,2025-12-15T16:25:04.065892
event_374,28.720669,77.337686,Clear,No Accident,6,2025-12-15T16:25:05.065128
event_375,28.53316,76.957065,Foggy,Accident,0,2025-12-15T16:25:06.066434
event_376,28.534502,76.952321,Foggy,No Accident,2,2025-12-15T16:25:07.065334
event_377,28.541447,77.123085,Clear,No Accident,22,2025-12-15T16:25:08.064825
event_378,28.862184,77.078698,Foggy,Accident,18,2025-12-15T16:25:09.076769
event_379,28.70153,77.015734,Clear,No Accident,4,2025-12-15T16:25:10.103814
event_380,28.710831,76.877246,Foggy,No Accident,30,2025-12-15T16:25:11.108594
event_381,28.773912,77.388627,Foggy,Accident,7,2025-12-15T16:25:12.104859
event_382,28.787046,77.316465,Clear,No Accident,15,2025-12-15T16:25:13.104643
event_383,28.663561,77.3906,Clear,No Accident,4,2025-12-15T16:25:14.110931
event_384,28.662524,76.930859,Clear,No Accident,16,2025-12-15T16:25:15.104381
event_385,28.587476,77.339688,Foggy,Accident,19,2025-12-15T16:25:16.105754
event_386,28.563668,77.004157,Clear,Accident,5,2025-12-15T16:25:17.104462
event_387,28.492903,77.301582,Clear,Accident,4,2025-12-15T16:25:18.104681
event_388,28.471975,77.044065,Clear,Accident,9,2025-12-15T16:25:19.112199
event_389,28.778759,77.120694,Foggy,No Accident,16,2025-12-15T16:25:20.119899
event_390,28.443934,77.304642,Clear,Accident,13,2025-12-15T16:25:21.165793
event_391,28.788451,77.014009,Foggy,Accident,17,2025-12-15T16:25:22.232371
event_392,28.654288,76.824242,Foggy,Accident,11,2025-12-15T16:25:23.230845
event_393,28.426967,77.093338,Clear,Accident,6,2025-12-15T16:25:24.231408
event_394,28.787916,77.380785,Clear,Accident,25,2025-12-15T16:25:25.229939
event_395,28.507302,77.021839,Clear,Accident,12,2025-12-15T16:25:26.261508
event_396,28.675491,77.109688,Foggy,No Accident,20,2025-12-15T16:25:27.333576
event_397,28.686556,77.29676,Foggy,Accident,26,2025-12-15T16:25:28.230362
event_398,28.408095,76.927718,Foggy,No Accident,2,2025-12-15T16:25:29.231906
event_399,28.867864,77.172704,Foggy,No Accident,22,2025-12-15T16:25:30.233383
event_400,28.895729,77.127635,Foggy,Accident,14,2025-12-15T16:25:31.230573
event_401,28.658468,77.125324,Foggy,No Accident,6,2025-12-15T16:25:32.233258
event_402,28.564635,76.811681,Foggy,No Accident,4,2025-12-15T16:25:33.232491
event_403,28.508734,77.205705,Clear,No Accident,29,2025-12-15T16:25:34.239873
event_404,28.829167,76.972379,Foggy,No Accident,8,2025-12-15T16:25:35.286572
event_405,28.564382,77.015753,Foggy,Accident,26,2025-12-15T16:25:36.287324
event_406,28.861027,77.360246,Foggy,Accident,6,2025-12-15T16:25:37.285449
event_407,28.752809,76.80411,Foggy,No Accident,45,2025-12-15T16:25:38.285245
event_408,28.44491,77.07086,Clear,Accident,19,2025-12-15T16:25:39.285937
event_409,28.840614,77.352227,Clear,Accident,11,2025-12-15T16:25:40.335535
event_410,28.618233,76.983831,Foggy,Accident,7,2025-12-15T16:25:41.285761
event_411,28.440888,77.124251,Foggy,Accident,5,2025-12-15T16:25:42.288508
event_412,28.707347,77.378204,Foggy,No Accident,4,2025-12-15T16:25:43.286194
event_413,28.401147,77.125977,Clear,No Accident,10,2025-12-15T16:25:44.287854
event_414,28.421681,77.369503,Foggy,Accident,12,2025-12-15T16:25:45.514887
event_415,28.411024,76.963054,Clear,Accident,20,2025-12-15T16:25:46.543779
event_416,28.550539,76.930073,Foggy,No Accident,9,2025-12-15T16:25:47.565005
event_417,28.659213,77.138005,Clear,No Accident,18,2025-12-15T16:25:48.564232
event_418,28.527834,77.107561,Clear,Accident,6,2025-12-15T16:25:49.564995
event_419,28.449774,76.943498,Clear,Accident,19,2025-12-15T16:25:50.564878
event_420,28.646658,77.368367,Foggy,Accident,45,2025-12-15T16:25:51.566007
event_421,28.575812,77.03109,Foggy,No Accident,15,2025-12-15T16:25:52.664547
event_422,28.850363,77.209209,Clear,Accident,18,2025-12-15T16:25:53.610574
event_423,28.696808,76.801315,Foggy,No Accident,16,2025-12-15T16:25:54.628209
event_424,28.642968,76.84069,Foggy,Accident,14,2025-12-15T16:25:55.576268
event_425,28.532217,77.244303,Foggy,Accident,12,2025-12-15T16:25:56.575948
event_426,28.621588,76.821799,Foggy,No Accident,13,2025-12-15T16:25:57.576978
event_427,28.49265,77.150074,Foggy,No Accident,42,2025-12-15T16:25:58.576814
event_428,28.5264,76.869294,Foggy,No Accident,7,2025-12-15T16:25:59.637452
event_429,28.807545,77.369303,Clear,No Accident,6,2025-12-15T16:26:00.676226
event_430,28.513493,76.915627,Clear,No Accident,22,2025-12-15T16:26:01.676536
event_431,28.86753,76.854339,Foggy,Accident,4,2025-12-15T16:26:02.697839
event_432,28.853977,77.385949,Foggy,No Accident,2,2025-12-15T16:26:03.676813
event_433,28.557199,76.824139,Clear,No Accident,2,2025-12-15T16:26:04.675923
event_434,28.495908,76.840802,Foggy,Accident,11,2025-12-15T16:26:05.679995
event_435,28.582104,77.272101,Foggy,Accident,5,2025-12-15T16:26:06.676432
event_436,28.519556,77.17846,Foggy,Accident,2,2025-12-15T16:26:07.717602
event_437,28.700778,76.874894,Foggy,No Accident,2,2025-12-15T16:26:08.677033
event_438,28.802382,77.028085,Foggy,Accident,19,2025-12-15T16:26:10.436595
event_439,28.558166,76.899035,Foggy,Accident,2,2025-12-15T16:26:11.454806
event_440,28.793536,77.352836,Clear,Accident,7,2025-12-15T16:26:12.481247
event_441,28.793244,77.013657,Foggy,Accident,23,2025-12-15T16:26:13.602929
event_442,28.591465,77.019154,Foggy,Accident,13,2025-12-15T16:26:14.647186
event_443,28.48458,77.353377,Clear,Accident,17,2025-12-15T16:26:15.583859
event_444,28.488964,76.851666,Foggy,Accident,5,2025-12-15T16:26:16.581744
event_445,28.401329,76.997793,Clear,Accident,7,2025-12-15T16:26:17.582766
event_446,28.423161,76.940469,Foggy,No Accident,15,2025-12-15T16:26:18.584029
event_447,28.875545,76.959963,Foggy,Accident,26,2025-12-15T16:26:19.583008
event_448,28.457998,76.960767,Foggy,Accident,18,2025-12-15T16:26:20.582680
event_449,28.472528,77.201853,Clear,No Accident,23,2025-12-15T16:26:21.581942
event_450,28.840929,77.32693,Clear,Accident,14,2025-12-15T16:26:22.583196
event_451,28.787967,77.005304,Clear,No Accident,11,2025-12-15T16:26:23.583719
event_452,28.795702,77.2266,Foggy,Accident,40,2025-12-15T16:26:24.646427
event_453,28.409427,77.088603,Clear,No Accident,4,2025-12-15T16:26:25.799291
event_454,28.672475,77.159487,Foggy,No Accident,13,2025-12-15T16:26:26.802530
event_455,28.627521,77.276349,Foggy,Accident,5,2025-12-15T16:26:27.801396
event_456,28.766055,77.068217,Clear,No Accident,13,2025-12-15T16:26:28.800668
event_457,28.855656,77.163122,Clear,No Accident,3,2025-12-15T16:26:29.799846
event_458,28.83841,76.863907,Foggy,No Accident,10,2025-12-15T16:26:30.799450
event_459,28.488717,77.05461,Foggy,Accident,6,2025-12-15T16:26:31.803018
event_460,28.576962,76.924384,Clear,No Accident,30,2025-12-15T16:26:32.800066
event_461,28.669477,76.892028,Clear,Accident,9,2025-12-15T16:26:33.822974
event_462,28.659537,76.98882,Clear,No Accident,15,2025-12-15T16:26:34.803612
event_463,28.820558,76.986102,Foggy,Accident,53,2025-12-15T16:26:35.840737
event_464,28.587908,77.20844,Clear,No Accident,2,2025-12-15T16:26:36.801693
event_465,28.536859,77.371513,Clear,Accident,23,2025-12-15T16:26:37.812610
event_466,28.536181,76.830436,Foggy,Accident,3,2025-12-15T16:26:38.873612
event_467,28.709456,76.897155,Clear,No Accident,11,2025-12-15T16:26:39.876026
event_468,28.567347,77.317219,Clear,No Accident,7,2025-12-15T16:26:40.877423
event_469,28.499818,76.965722,Clear,No Accident,21,2025-12-15T16:26:41.957391
event_470,28.506514,76.840469,Clear,Accident,4,2025-12-15T16:26:42.875382
event_471,28.59795,76.952697,Clear,No Accident,12,2025-12-15T16:26:43.874914
event_472,28.597609,77.067845,Clear,Accident,2,2025-12-15T16:26:44.885588
event_473,28.811356,77.077878,Clear,No Accident,2,2025-12-15T16:26:45.876379
event_474,28.656053,77.019661,Foggy,No Accident,17,2025-12-15T16:26:46.876644
event_475,28.648459,76.836932,Foggy,No Accident,3,2025-12-15T16:26:47.929635
event_476,28.623618,76.874934,Clear,No Accident,3,2025-12-15T16:26:48.875218
event_477,28.588045,77.219915,Foggy,Accident,0,2025-12-15T16:26:50.035324
event_478,28.741663,77.331037,Foggy,No Accident,17,2025-12-15T16:26:51.072770
event_479,28.426989,76.971385,Clear,Accident,13,2025-12-15T16:26:52.071296
event_480,28.406476,77.088979,Foggy,No Accident,4,2025-12-15T16:26:53.071365
event_481,28.548714,76.818255,Clear,Accident,7,2025-12-15T16:26:54.072171
event_482,28.562817,76.974332,Clear,No Accident,4,2025-12-15T16:26:55.071389
event_483,28.482521,77.092374,Clear,Accident,8,2025-12-15T16:26:56.071286
event_484,28.410546,77.043617,Foggy,Accident,7,2025-12-15T16:26:57.071991
event_485,28.858712,77.353272,Clear,No Accident,16,2025-12-15T16:26:58.072202
event_486,28.718483,77.171939,Foggy,Accident,15,2025-12-15T16:26:59.072365
event_487,28.525409,77.348421,Clear,Accident,8,2025-12-15T16:27:00.072048
event_488,28.721269,76.997192,Foggy,Accident,7,2025-12-15T16:27:01.072502
event_489,28.745415,77.185045,Clear,Accident,36,2025-12-15T16:27:02.072157
event_490,28.48299,77.001764,Clear,Accident,9,2025-12-15T16:27:03.079125
event_491,28.831078,77.194634,Clear,No Accident,36,2025-12-15T16:27:04.117974
event_492,28.780454,77.063813,Foggy,Accident,2,2025-12-15T16:27:05.119436
event_493,28.683008,77.146655,Foggy,Accident,16,2025-12-15T16:27:06.118968
event_494,28.61077,76.843108,Clear,No Accident,6,2025-12-15T16:27:07.137624
event_495,28.508445,77.223816,Foggy,Accident,21,2025-12-15T16:27:08.118286
event_496,28.479591,77.167155,Foggy,Accident,0,2025-12-15T16:27:09.119539
event_497,28.739788,77.060902,Clear,Accident,6,2025-12-15T16:27:10.118881
event_498,28.669525,76.985397,Clear,No Accident,14,2025-12-15T16:27:11.118694
event_499,28.748341,77.188322,Clear,Accident,5,2025-12-15T16:27:12.117625
event_500,28.743832,77.22348,Clear,Accident,6,2025-12-15T16:27:13.118469
event_501,28.685484,77.352304,Foggy,No Accident,8,2025-12-15T16:27:14.119644
event_502,28.400785,76.824488,Foggy,Accident,7,2025-12-15T16:27:15.350719
event_503,28.700342,76.832159,Clear,Accident,17,2025-12-15T16:27:16.416715
event_504,28.627926,77.026216,Clear,No Accident,31,2025-12-15T16:27:17.362587
event_505,28.709228,77.090614,Clear,No Accident,4,2025-12-15T16:27:18.363632
event_506,28.820032,77.051133,Foggy,Accident,12,2025-12-15T16:27:19.422514
event_507,28.746691,76.953039,Foggy,Accident,36,2025-12-15T16:27:20.364831
event_508,28.6526,76.856166,Foggy,Accident,6,2025-12-15T16:27:21.363125
event_509,28.713888,77.35382,Foggy,No Accident,3,2025-12-15T16:27:22.365347
event_510,28.457479,76.955225,Clear,No Accident,10,2025-12-15T16:27:23.363751
event_511,28.57294,77.378252,Foggy,No Accident,33,2025-12-15T16:27:24.364305
event_512,28.407309,77.35359,Foggy,No Accident,2,2025-12-15T16:27:25.365506
event_513,28.750708,76.978647,Foggy,Accident,9,2025-12-15T16:27:26.363336
event_514,28.472036,77.314513,Foggy,Accident,5,2025-12-15T16:27:27.362823
event_515,28.756017,76.823051,Clear,Accident,15,2025-12-15T16:27:28.388916
event_516,28.8073,76.939833,Clear,No Accident,22,2025-12-15T16:27:29.456833
event_517,28.551722,76.883715,Clear,No Accident,7,2025-12-15T16:27:30.427048
event_518,28.461459,77.165905,Foggy,No Accident,29,2025-12-15T16:27:31.427212
event_519,28.465118,77.178429,Clear,Accident,35,2025-12-15T16:27:32.427602
event_520,28.658246,77.370171,Clear,No Accident,6,2025-12-15T16:27:33.428012
event_521,28.824344,76.8401,Clear,Accident,4,2025-12-15T16:27:34.478484
event_522,28.612331,77.213383,Foggy,Accident,4,2025-12-15T16:27:35.427671
event_523,28.744711,77.021266,Foggy,No Accident,0,2025-12-15T16:27:36.467858
event_524,28.576692,76.906192,Clear,No Accident,20,2025-12-15T16:27:37.426856
event_525,28.631329,77.137557,Clear,Accident,27,2025-12-15T16:27:38.426342
event_526,28.546952,76.850844,Clear,No Accident,19,2025-12-15T16:27:39.427003
event_527,28.775615,77.181091,Clear,Accident,32,2025-12-15T16:27:40.457385
event_528,28.852627,77.052631,Clear,Accident,7,2025-12-15T16:27:41.458298
event_529,28.748252,77.149669,Foggy,Accident,40,2025-12-15T16:27:42.458321
event_530,28.581578,77.127201,Clear,Accident,4,2025-12-15T16:27:43.534685
event_531,28.760577,76.941713,Foggy,No Accident,10,2025-12-15T16:27:44.456948
event_532,28.883798,77.087786,Clear,No Accident,34,2025-12-15T16:27:45.457457
event_533,28.409709,76.851152,Clear,Accident,6,2025-12-15T16:27:46.457049
event_534,28.410336,76.910232,Clear,No Accident,13,2025-12-15T16:27:47.456828
event_535,28.678473,77.016807,Clear,Accident,8,2025-12-15T16:27:48.457019
event_536,28.428505,77.274307,Foggy,No Accident,19,2025-12-15T16:27:49.457038
event_537,28.820689,77.19844,Clear,Accident,19,2025-12-15T16:27:50.459217
event_538,28.800333,76.915479,Foggy,No Accident,11,2025-12-15T16:27:51.458376
event_539,28.67884,77.328841,Foggy,Accident,18,2025-12-15T16:27:52.457044
event_540,28.668518,77.252879,Clear,Accident,22,2025-12-15T16:27:53.494559
event_541,28.412561,77.347488,Clear,Accident,10,2025-12-15T16:27:54.544187
event_542,28.896186,77.305782,Foggy,Accident,32,2025-12-15T16:27:55.542863
event_543,28.667485,77.388242,Foggy,Accident,9,2025-12-15T16:27:56.544167
event_544,28.430766,77.27586,Clear,Accident,2,2025-12-15T16:27:57.543180
event_545,28.80791,77.061082,Foggy,No Accident,14,2025-12-15T16:27:58.544048
event_546,28.672958,76.809299,Clear,Accident,3,2025-12-15T16:27:59.543413
event_547,28.737567,77.172287,Clear,Accident,17,2025-12-15T16:28:00.543637
event_548,28.772191,77.165949,Foggy,No Accident,7,2025-12-15T16:28:01.543804
event_549,28.449919,76.905655,Foggy,Accident,3,2025-12-15T16:28:02.542715
event_550,28.80059,77.260986,Foggy,Accident,8,2025-12-15T16:28:03.542599
event_551,28.716151,77.355667,Foggy,Accident,10,2025-12-15T16:28:04.542497
event_552,28.883328,77.002715,Clear,No Accident,4,2025-12-15T16:28:05.542479
event_553,28.733588,77.074393,Foggy,No Accident,18,2025-12-15T16:28:06.580688
event_554,28.818216,76.98066,Foggy,No Accident,7,2025-12-15T16:28:07.639784
event_555,28.658798,77.345681,Clear,Accident,9,2025-12-15T16:28:08.705199
event_556,28.860078,76.872457,Foggy,Accident,16,2025-12-15T16:28:09.745063
event_557,28.835845,77.095292,Clear,Accident,4,2025-12-15T16:28:10.769934
event_558,28.496026,76.908198,Clear,Accident,8,2025-12-15T16:28:11.639928
event_559,28.648467,76.836294,Clear,No Accident,14,2025-12-15T16:28:12.639764
event_560,28.466826,77.113747,Foggy,Accident,20,2025-12-15T16:28:13.640891
event_561,28.889287,77.151281,Clear,No Accident,5,2025-12-15T16:28:14.648567
event_562,28.637507,76.963394,Foggy,No Accident,13,2025-12-15T16:28:15.737473
event_563,28.597922,77.056633,Foggy,No Accident,1,2025-12-15T16:28:16.694437
event_564,28.684378,76.903848,Clear,Accident,6,2025-12-15T16:28:17.880922
event_565,28.523992,77.394164,Foggy,Accident,13,2025-12-15T16:28:19.046756
event_566,28.5592,76.962094,Clear,No Accident,4,2025-12-15T16:28:20.086712
event_567,28.411344,76.918563,Foggy,Accident,4,2025-12-15T16:28:21.084870
event_568,28.4186,76.93872,Clear,No Accident,10,2025-12-15T16:28:22.084347
event_569,28.831607,76.98349,Foggy,No Accident,21,2025-12-15T16:28:23.153662
event_570,28.844808,77.191951,Foggy,Accident,10,2025-12-15T16:28:24.365356
event_571,28.545121,76.846761,Foggy,No Accident,28,2025-12-15T16:28:25.137565
event_572,28.683959,77.153226,Clear,No Accident,7,2025-12-15T16:28:26.133370
event_573,28.858078,77.372767,Clear,Accident,4,2025-12-15T16:28:27.158550
event_574,28.436133,76.965087,Foggy,No Accident,1,2025-12-15T16:28:28.134004
event_575,28.437876,76.810399,Clear,No Accident,8,2025-12-15T16:28:29.135118
event_576,28.795651,77.241279,Clear,No Accident,19,2025-12-15T16:28:30.134116
event_577,28.832617,77.347407,Foggy,Accident,37,2025-12-15T16:28:31.164873
event_578,28.495211,77.236767,Clear,Accident,39,2025-12-15T16:28:32.197980
event_579,28.818035,77.095508,Foggy,Accident,19,2025-12-15T16:28:33.197875
event_580,28.614278,77.17603,Clear,Accident,14,2025-12-15T16:28:34.199022
event_581,28.780267,77.286301,Clear,Accident,1,2025-12-15T16:28:35.198767
event_582,28.405345,76.945788,Clear,No Accident,4,2025-12-15T16:28:36.199193
event_583,28.506617,77.307879,Clear,Accident,6,2025-12-15T16:28:37.197813
event_584,28.689027,77.362007,Foggy,Accident,4,2025-12-15T16:28:38.198457
event_585,28.894576,76.961044,Clear,No Accident,3,2025-12-15T16:28:39.197813
event_586,28.745416,77.265549,Foggy,Accident,13,2025-12-15T16:28:40.197982
event_587,28.802742,76.948996,Clear,No Accident,3,2025-12-15T16:28:41.198218
event_588,28.669088,77.049672,Foggy,Accident,3,2025-12-15T16:28:42.197870
event_589,28.678288,77.386285,Clear,No Accident,11,2025-12-15T16:28:43.198662
event_590,28.629559,77.246362,Foggy,Accident,3,2025-12-15T16:28:44.221306
event_591,28.883552,77.123681,Clear,No Accident,34,2025-12-15T16:28:45.259262
event_592,28.413753,77.25818,Foggy,Accident,16,2025-12-15T16:28:46.258390
event_593,28.503246,77.284018,Clear,No Accident,4,2025-12-15T16:28:47.257020
event_594,28.529037,76.818015,Foggy,Accident,3,2025-12-15T16:28:48.257436
event_595,28.787446,76.836061,Foggy,Accident,3,2025-12-15T16:28:49.258817
event_596,28.83516,76.809448,Foggy,No Accident,4,2025-12-15T16:28:50.258272
event_597,28.586561,76.997571,Foggy,Accident,11,2025-12-15T16:28:51.259714
event_598,28.760825,76.826612,Foggy,Accident,8,2025-12-15T16:28:52.259534
event_599,28.647679,77.252062,Foggy,No Accident,22,2025-12-15T16:28:53.259343
event_600,28.785425,76.813832,Foggy,No Accident,11,2025-12-15T16:28:54.259618
event_601,28.587303,76.872788,Clear,Accident,7,2025-12-15T16:28:55.273332
event_602,28.604877,77.336284,Clear,No Accident,29,2025-12-15T16:28:56.294147
event_603,28.417583,77.117483,Foggy,Accident,23,2025-12-15T16:28:57.314822
event_604,28.6155,77.165179,Clear,Accident,8,2025-12-15T16:28:58.406933
event_605,28.627378,77.234022,Clear,No Accident,32,2025-12-15T16:28:59.315041
event_606,28.898378,77.323234,Clear,Accident,7,2025-12-15T16:29:00.314637
event_607,28.50437,77.080293,Foggy,Accident,36,2025-12-15T16:29:01.328382
event_608,28.810985,76.900043,Foggy,Accident,14,2025-12-15T16:29:02.332647
event_609,28.881614,77.356651,Clear,Accident,7,2025-12-15T16:29:03.369607
event_610,28.636016,77.351599,Clear,Accident,6,2025-12-15T16:29:04.315604
event_611,28.421621,77.252875,Foggy,No Accident,11,2025-12-15T16:29:05.316379
event_612,28.581727,77.18278,Clear,No Accident,3,2025-12-15T16:29:06.314726
event_613,28.718248,76.806075,Foggy,No Accident,2,2025-12-15T16:29:07.315231
event_614,28.411996,77.136859,Clear,Accident,24,2025-12-15T16:29:08.315745
event_615,28.764099,77.398879,Foggy,Accident,3,2025-12-15T16:29:09.340028
event_616,28.415957,77.354316,Foggy,No Accident,22,2025-12-15T16:29:10.495558
event_617,28.614849,77.174954,Clear,No Accident,41,2025-12-15T16:29:11.496442
event_618,28.859752,77.102141,Clear,No Accident,9,2025-12-15T16:29:12.495422
event_619,28.464154,77.086292,Clear,Accident,7,2025-12-15T16:29:13.511660
event_620,28.49556,76.867757,Foggy,Accident,10,2025-12-15T16:29:14.495643
event_621,28.661287,77.22271,Foggy,No Accident,11,2025-12-15T16:29:15.495989
event_622,28.755751,77.284094,Foggy,No Accident,9,2025-12-15T16:29:16.495551
event_623,28.806629,77.031716,Foggy,No Accident,21,2025-12-15T16:29:17.495904
event_624,28.468434,76.995578,Foggy,No Accident,5,2025-12-15T16:29:18.495832
event_625,28.408672,77.218745,Clear,Accident,7,2025-12-15T16:29:19.497133
event_626,28.51683,76.915568,Clear,No Accident,22,2025-12-15T16:29:20.499387
event_627,28.864659,77.257252,Clear,No Accident,8,2025-12-15T16:29:21.521370
event_628,28.887692,77.264279,Clear,No Accident,18,2025-12-15T16:29:22.548223
event_629,28.741868,76.897283,Clear,Accident,5,2025-12-15T16:29:23.577625
event_630,28.549098,77.182724,Foggy,Accident,9,2025-12-15T16:29:24.577591
event_631,28.854465,76.924898,Foggy,Accident,6,2025-12-15T16:29:25.576555
event_632,28.551398,77.198191,Foggy,No Accident,20,2025-12-15T16:29:26.577867
event_633,28.520161,77.167914,Foggy,No Accident,1,2025-12-15T16:29:27.576880
event_634,28.52239,77.191875,Foggy,Accident,8,2025-12-15T16:29:28.576299
event_635,28.628648,77.072777,Foggy,Accident,6,2025-12-15T16:29:29.946826
event_636,28.468855,77.261334,Clear,Accident,7,2025-12-15T16:29:30.705314
event_637,28.511891,77.302367,Clear,No Accident,17,2025-12-15T16:29:31.730055
event_638,28.874164,77.111336,Clear,No Accident,17,2025-12-15T16:29:32.705512
event_639,28.625472,76.874968,Foggy,Accident,28,2025-12-15T16:29:33.706252
event_640,28.561447,77.07642,Foggy,No Accident,10,2025-12-15T16:29:34.768371
event_641,28.795659,76.949779,Clear,Accident,7,2025-12-15T16:29:35.787649
event_642,28.410401,76.899974,Clear,Accident,25,2025-12-15T16:29:36.787572
event_643,28.682751,76.92287,Clear,Accident,8,2025-12-15T16:29:37.787476
event_644,28.73708,77.3921,Clear,Accident,9,2025-12-15T16:29:38.788940
event_645,28.443784,76.823158,Foggy,Accident,32,2025-12-15T16:29:39.788795
event_646,28.520047,76.81787,Clear,No Accident,3,2025-12-15T16:29:40.787394
event_647,28.497962,77.062026,Clear,Accident,3,2025-12-15T16:29:41.787861
event_648,28.585219,77.119779,Foggy,No Accident,5,2025-12-15T16:29:42.811686
event_649,28.639329,76.851843,Foggy,Accident,30,2025-12-15T16:29:43.787331
event_650,28.553606,77.149732,Foggy,Accident,2,2025-12-15T16:29:44.787864
event_651,28.5355,76.952332,Clear,No Accident,20,2025-12-15T16:29:45.787323
event_652,28.542627,77.052557,Foggy,No Accident,7,2025-12-15T16:29:46.809832
event_653,28.813707,76.943843,Foggy,Accident,5,2025-12-15T16:29:47.950255
event_654,28.413834,77.276908,Foggy,Accident,11,2025-12-15T16:29:49.028888
event_655,28.478907,77.119146,Clear,No Accident,4,2025-12-15T16:29:50.046573
event_656,28.449301,77.115716,Clear,Accident,4,2025-12-15T16:29:50.966430
event_657,28.603339,77.209938,Foggy,No Accident,11,2025-12-15T16:29:51.966927
event_658,28.556649,77.280113,Foggy,Accident,3,2025-12-15T16:29:53.000570
event_659,28.515334,77.140954,Clear,Accident,10,2025-12-15T16:29:53.965055
event_660,28.820818,77.017132,Foggy,Accident,8,2025-12-15T16:29:54.965735
event_661,28.436966,76.890009,Clear,No Accident,15,2025-12-15T16:29:56.034162
event_662,28.482554,77.191137,Foggy,Accident,4,2025-12-15T16:29:56.965930
event_663,28.624129,77.054696,Clear,Accident,10,2025-12-15T16:29:58.309997
event_664,28.885072,77.08318,Clear,No Accident,15,2025-12-15T16:29:59.251458
event_665,28.890453,77.004156,Clear,No Accident,5,2025-12-15T16:30:00.302753
event_666,28.888382,76.802145,Clear,No Accident,0,2025-12-15T16:30:01.351604
event_667,28.881659,77.059948,Clear,No Accident,4,2025-12-15T16:30:02.352292
event_668,28.804983,77.108703,Clear,Accident,22,2025-12-15T16:30:03.352644
event_669,28.642951,76.842851,Foggy,Accident,15,2025-12-15T16:30:04.380244
event_670,28.546869,77.03451,Clear,No Accident,5,2025-12-15T16:30:05.352621
event_671,28.677077,76.972508,Foggy,No Accident,17,2025-12-15T16:30:06.350689
event_672,28.707013,76.832241,Clear,No Accident,9,2025-12-15T16:30:07.481503
event_673,28.603739,76.878186,Foggy,Accident,13,2025-12-15T16:30:08.489675
event_674,28.470941,77.263323,Clear,No Accident,2,2025-12-15T16:30:09.481844
event_675,28.831069,77.195291,Clear,Accident,4,2025-12-15T16:30:10.587366
event_676,28.601214,77.118469,Clear,Accident,27,2025-12-15T16:30:11.485804
event_677,28.800927,77.312418,Foggy,No Accident,20,2025-12-15T16:30:12.548857
event_678,28.560356,77.091225,Clear,No Accident,12,2025-12-15T16:30:13.650496
event_679,28.816537,77.349246,Foggy,No Accident,26,2025-12-15T16:30:14.589054
event_680,28.878774,77.099132,Clear,No Accident,11,2025-12-15T16:30:15.652247
